# fr_language_admin.txt - this file is for the internationalization of the astGUIclient 
# admin web pages. The associated install.pl file will take the language as an 
# argument and alter the php scripts to the language typed in the command line:
# example: ./install.pl --language=fr
# current languages in the file:
# - English - (en) no alterations
# - French - (fr) first column
***LANGUAGES***
en-English|fr-French|
Phone Ring Timeout|Phone Ring Timeout|
This is the amount of time, in seconds, that the phone will ring in the dialplan before sending the call to voicemail. Default is 60 seconds|Il s-agit de la quantité de temps, en secondes, que le téléphone sonne dans le plan de numérotation avant d-envoyer l-appel vers la messagerie vocale. Par défaut est de 60 secondes|
Allow Custom Dialplan Entries|Permettant de personnaliser le plan d-appel Entrées|
This option allows you to enter custom dialplan lines into Call Menus. Default is 0 for inactive|Cette option vous permet de saisir des lignes sur mesure plan de numérotation dans CALL Menus. Par défaut est 0 pour inactif|
Custom Dilplan Entry|Custom Dilplan Entrée|
This field allows you to enter in any dialplan elements that you want for the Call Menu|Ce champ vous permet d-entrer dans tous les éléments de plan de numérotation que vous souhaitez pour le menu d-appel|
You can enter multiple propmts in this field and the other prompt fields by separating them with a pipe character|Vous pouvez entrer propmts multiples dans ce domaine et invite les autres champs en les séparant par un caractère pipe|
Setting this field to zero 0 will mean that there will be no wait time after the prompt is played|Fixation de ce champ à zéro 0 signifie qu-il n-y aura pas de temps d-attente après le prompt est joué|
Conf File Secret|Conf dossier secret|
This is the secret, or password, for the phone in the iax or sip auto-generated conf file for this phone. Limit is 20 characters alphanumeric dash and underscore accepted. Default is test|C-est le secret ou mot de passe, pour le téléphone dans le IAX ou SIP auto-généré fichier de conf pour ce téléphone. La limite est de 20 caractères alphanumériques tiret de soulignement et acceptée. Par défaut est test|
Tracking Group|Groupe de suivi|
This is the ID that you can use to track calls to this Call Menu when looking at the IVR Report. The list includes CALLMENU as the default as well as all of the In-Groups|Ceci est l-ID que vous pouvez utiliser pour suivre les appels vers ce menu d-appel lorsque l-on examine le Rapport IVR. La liste comprend CALLMENU par défaut ainsi que l-ensemble de l-En-Groupes|
Agent Alert Filename|Agent d-alerte Filename|
The audio file to play to an agent to announce that a call is coming to the agent. To not use this function set this to X. Default is ding|Le fichier audio à lire à un agent d-annoncer qu-un appel arrive à l-agent. Pour ne pas utiliser cette fonction pour définir cette valeur par défaut est X. Ding|
This field as with the other audio fields in In-Groups, with the exception of the Agent Alert Filename, can have multiple audio files played if you put a pipe-separated list of audio files into the field|Ce domaine, comme avec les autres champs audio en groupes, à l-exception du nom de fichier d-alerte agent, peut avoir plusieurs fichiers audio joué seulement si vous mettez un tuyau d-une liste séparée par des fichiers audio dans le domaine|
No Agents No Queueing|Agents n Queueing|
If this field is set to Y or NO_PAUSED then no calls will be put into the queue for this in-group if there are no agents logged in and the calls will go to the No Agent No Queue Action. The NO_PAUSED option will also not send the callers into the queue if there are only paused agents in the in-group. Default is N|Si ce champ est réglé sur Y ou NO_PAUSED alors aucun appel ne sera mis dans la file d-attente pour cet en-groupe, si il n-ya pas d-agents connectés et les appels ira à l-agent Non Non action Queue. L-option NO_PAUSED enverra également pas les appelants en file d-attente s-il ya seulement une pause des agents dans l-en-groupe. Par défaut est n|
No Agent No Queue Action|Non Non Queue action de l-agent|
If No Agent No Queue is enabled, then this field defines where the call will go if there are no agents in the In-Group. Default is MESSAGE, this plays the sound files in the Action Value field and then hangs up|Si aucun agent Aucune file d-attente est activé, ce champ définit l-endroit où l-appel sera acheminé en l-absence des agents dans l-en-groupe. Par défaut est le message, celui-ci joue les fichiers audio dans le champ Valeur d-action, puis raccroche|
No Agent No Queue Action Value|Non Non Queue action de l-agent Valeur|
This is the value for the Action above. Default is|C-est la valeur pour l-action ci-dessus. Par défaut est|
Quick Transfer Button|Quick Transfer Button|
This option will add a Quick Transfer button to the agent screen below the Transfer-Conf button that will allow one click blind transferring of calls to the selected In-Group or number. IN_GROUP will send calls to the Default Xfer Group for this Campaign, or In-Group if there was an inbound call. The PRESET options will send the calls to the preset selected. Default is N for disabled|Cette option permet d-ajouter un bouton de transfert rapide à l-écran de l-agent en dessous du bouton Transfer-Conf qui permettra un clic aveugles transfert d-appels à la sélectionnés en-groupe ou un numéro. IN_GROUP va envoyer des appels au groupe par défaut Xfer pour cette campagne, ou en-groupe s-il y avait un appel entrant. Les options prédéfinies vous enverrons les appels à la preset sélectionnée. Par défaut est N pour les handicapés|
PrePopulate Transfer Preset|Préremplir Transfert Preset|
This option will fill in the Number to Dial field in the Transfer Conference frame of the agent screen if defined. Default is N for disabled|Cette option permet de remplir le champ Numéro de réseau commuté dans le cadre de transfert de conférence de l-écran de l-agent s-il est défini. Par défaut est N pour les handicapés|
Enable TTS Integration|Activer TTS Intégration|
This setting allows you to enable Text To Speech integration with Cepstral. This is currently only available for outbound Survey type campaigns. Default is 0 for disabled|Ce paramètre vous permet d-activer l-intégration Text To Speech avec Cepstral. Ce n-est actuellement disponible pour les campagnes Enquête sortants type. Par défaut est 0 pour les handicapés|
ADD NEW TTS ENTRY|ADD NEW ENTRY TTS|
ADDING NEW TTS ENTRY|Ajout de nouveaux TTS ENTRY|
MODIFY TTS ENTRY|MODIFIER TTS ENTRY|
DELETE TTS ENTRY|DELETE TTS ENTRY|
TTS ENTRY LIST|TTS Entry List|
TEXT-TO-SPEECH(TTS) LISTINGS|TEXT-to-Speech (TTS) Inscriptions|
Text To Speech|Text To Speech|
Show TTS Entries|Afficher TTS Entrées|
Add A New TTS Entry|Ajouter une nouvelle entrée TTS|
TTS ID|TTS ID|
TTS Name|TTS Nom|
TTS Text|TTS Text|
TTS ENTRY NOT ADDED|TTS entrée non AJOUTEE|
there is already a tts entry in the system with this ID|il existe déjà une entrée dans le système TTS avec cette ID|
TTS ENTRY ADDED|TTS Entry Ajoutée|
MODIFY A TTS RECORD|MODIFIER UN RECORD TTS|
Click here to see Admin chages to this TTS entry|Cliquez ici pour voir chages Admin à cette entrée TTS|
DELETE THIS TTS ENTRY|DELETE THIS ENTRY TTS|
TTS ENTRY NOT MODIFIED|TTS entrée n-est pas à jour|
TTS ENTRY MODIFIED|TTS entrée modifiée|
TTS ENTRY NOT DELETED|TTS ENTRY pas supprimé|
TTS ENTRY DELETION CONFIRMATION|TTS ENTREE DE SUPPRESSION DE CONFIRMATION|
Click here to delete tts entry|Cliquez ici pour supprimer l-entrée tts|
This is the short name of a TTS entry. This needs to be a unique identifier. Do not use any spaces or punctuation for this field. max 50 characters, minimum of 2 characters|Ceci est le nom court d-une entrée de TTS. Cela doit être un identifiant unique. N-utilisez pas d-espaces ou de ponctuation dans ce champ. max 50 caractères, minimum de 2 caractères|
This is a more descriptive name of the TTS entry. This is a short summary of the TTS definition. max 100 characters, minimum of 2 characters|Il s-agit d-un nom plus descriptif de l-entrée TTS. Ceci est un bref résumé de la définition de TTS. max 100 caractères, minimum de 2 caractères|
This option allows you to set the TTS entry to active or inactive|Cette option vous permet de définir l-entrée de TTS à l-état actif ou inactif|
This is the actual Text To Speech data field that is sent to Cepstral for creation of the audio file to be played to the customer. you can use Speech Synthesis Markup Language -SSML- in this field, for example|Il s-agit du texte à la parole champ de données qui est envoyé à Cepstral pour la création du fichier audio à lire pour le client. vous pouvez utiliser Speech Synthesis Markup Language-SSML, dans ce domaine, par exemple|
for a 1 second break. You can also use several variables such as first name, last name and title as ViciDial variables just like you do in a Script: --A--first_name--B--. Here is a list of the available variables: |pour une pause de 1 seconde. Vous pouvez également utiliser plusieurs variables telles que nom, prénom et titre en tant que variables VICIDIAL comme vous le faites dans un script: - Un prenom - - B -. Voici une liste des variables disponibles:|
Multiple Campaign Drop Rate Group|Multiples campagne Drop Rate Group|
This feature allows you to set a campaign as a member of a Campaign Drop Rate Group, or a group of campaigns whose Human Answered calls and Drop calls for all campaigns in the group will be combined into a shared drop percentage, or abandon rate. This allows you to to run multiple campaigns at once and more easily control your drop rate. This is particularly useful in the UK where regulations permit this drop rate calculation method with campaign grouping for the same company even if there are several campaigns that company is running during the same day. To enable this for a campaign, just select a group from the list. There are 10 groups defined in the system by default, you can contact your system administrator to add more. Default is DISABLED|Cette fonctionnalité vous permet de définir une campagne comme un membre d-un groupe de la Campagne taux d-abandon, ou un groupe de campagnes dont l-homme appels répondus et les appels de chute pour toutes les campagnes dans le groupe seront combinés en un pourcentage partagée déposer, ou les taux d-abandon. Ceci vous permet d-exécuter plusieurs campagnes à la fois et plus facile à contrôler votre taux de chute. Ceci est particulièrement utile dans le Royaume-Uni où la réglementation permet cette méthode de calcul des taux d-abandon avec une campagne de groupement pour la même compagnie, même s-il ya plusieurs campagnes cette société est en marche pendant le jour même. Pour activer ce pour une campagne, il suffit de sélectionner un groupe de la liste. Il existe 10 groupes définis dans le système par défaut, vous pouvez contacter votre administrateur système d-ajouter d-autres. Par défaut est Disabled|
IMPORTANT, this is the password only for the agent web interface phone login, to change the sip.conf or iax.conf password, or secret, for this phone device you need to modify the Conf File Secret field further down on this page|IMPORTANT, c-est le seul mot de passe pour le web Connexion Agent interface de téléphone, pour changer la sip.conf iax.conf ou mot de passe, ou secrets, pour cet appareil de téléphone que vous devez modifier le fichier de conf champ Secret plus bas sur cette page|
Agent Status Viewable Groups|Le statut de mandataire Viewable Groupes|
This is a selectable list of User Groups and user functions to which members of this user group can view the status of as well as transfer calls to inside of the agent screen. The ALL-GROUPS option allows the users in this group to see and transfer calls to any user on the system. The CAMPAIGN-AGENTS option allows users in this group to see and transfer calls to any user in the campaign that they are logged into|Ceci est une liste sélectionnable de groupes d-utilisateurs et les fonctions utilisateur pour lequel les membres de ce groupe d-utilisateurs peuvent visualiser l-état des appels ainsi que le transfert vers l-intérieur de l-écran de l-agent. The All-GROUPES option permet aux utilisateurs de ce groupe à voir et à transférer des appels vers n-importe quel utilisateur sur le système. La CAMPAGNE AGENTS option permet aux utilisateurs de ce groupe à voir et à transférer des appels vers n-importe quel utilisateur dans la campagne à laquelle ils sont connectés à|
Agent Status View Time|Le statut de mandataire Afficher Time|
This option defines whether the agent will see the amount of time that users in their agent sidebar have been in their current status. Default is N for no or disabled|Cette option définit si l-agent va voir la quantité de temps que les utilisateurs dans leur encadré agent ont été dans leur état actuel. Par défaut est N pour non ou handicapés|
This option allows an agent to disposition a call as CALLBK and choose the date and time at which the lead will be re-activated|Cette option permet à un agent à disposition un appel comme CALLBK et choisir la date et l-heure à laquelle le plomb sera ré-activé|
Agent View Calls in Queue|Agent Voir appels en attente|
If set to anything but NONE, agents will be able to see details about the calls that are waiting in queue in their agent screen. If set to a number value, the calls displayed will be limited to the number selected. Default is NONE|Si défini à autre chose mais aucun, les agents seront en mesure de voir des détails sur les appels qui sont en attente dans la file d-attente dans leur écran de l-agent. S-il est défini à une valeur numérique, les appels affiché sera limité au nombre sélectionné. Par défaut est AUCUN|
View Calls in Queue Launch|Voir les appels en attente de lancement|
This setting if set to AUTO will have the Calls in Queue frame show up upon login by the agent into the agent screen. Default is MANUAL|Ce paramètre s-il est réglé sur AUTO auront la demande, dans la file d-attente apparaissent cadre moment de la connexion par l-agent dans l-écran de l-agent. Par défaut est Manuel|
Agent Grab Calls in Queue|Agent Grab appels en attente|
This option if set to Y will allow the agent to select the call that they want to take from the Calls in Queue display by clicking on it while paused. Agents will only be able to grab inbound calls or transferred calls, not outbound calls. Default is N|Cette option s-il est réglé sur Y permet à l-agent pour sélectionner l-appel qui veulent prendre de la demande, dans la file d-attente d-affichage en cliquant sur elle pendant la pause. Agents ne seront en mesure de saisir les appels entrants ou les appels transférés, les appels sortants pas. Par défaut est n|
Agent Call Re-Queue Button|Agent d-appel Re-Queue Button|
This option if set to Y will add a Re-Queue Customer button to the agent screen, allowing the agent to send the call into an AGENTDIRECT queue that is reserved for the agent only. Default is N|Cette option s-il est réglé sur Y va ajouter un bouton Re-file d-attente des clients à l-écran de l-agent, permettant à l-agent d-envoyer l-appel dans une file d-attente AGENTDIRECT qui est réservé à l-agent seulement. Par défaut est n|
Agent Pause After Each Call|Agent Pause après chaque appel|
This option if set to Y will pause the agent after every call automatically. Default is N|Cette option s-il est réglé sur Y se mettra en pause l-agent après chaque appel automatiquement. Par défaut est n|
Starts with the highest rank and works its way down|Commence par le plus haut rang et fait son chemin vers le bas|
Starts with the lowest rank and works its way up|Commence avec le plus bas grade et fait son chemin jusqu-à|
Starts with owners beginning with Z and works its way down|Commence avec les propriétaires commençant par Z et fait son chemin vers le bas|
Starts with owners beginning with A and works its way up|Commence avec les propriétaires commençant par A et fait son chemin jusqu-à|
No Hopper Dialing|N Hopper Dialing|
If This is enabled, the hopper will not run for this campaign. This option is only available when the dial method is set to MANUAL or INBOUND_MAN. It is recommended that you do not enable this option if you have a very large lead database, over 100,000 leads. With No Hopper Dialing, the following features do not work: lead recycling, auto-alt-dialing, list mix, list ordering with Xth NEW. If you want to use Owner Only Dialing you must have No Hopper Dialing enabled. Default is N for disabled|Si elle est activée, la trémie ne fonctionnera pas pour cette campagne. Cette option n-est disponible que lorsque la méthode du cadran est mis en mode manuel ou INBOUND_MAN. Il est recommandé de ne pas activer cette option si vous avez une base très large de plomb, plus de 100.000 prospects. Avec pas d-appel Hopper, les caractéristiques suivantes ne fonctionnent pas: recyclage du plomb, auto-alt-numérotation, mélanger la liste, mise en ordre avec Xème NEW. Si vous souhaitez utiliser Propriétaire composer seulement vous devez avoir pas d-appel Hopper activé. Par défaut est N pour les handicapés|
Owner Only Dialing|Propriétaire composer seulement|
If This is enabled, the agent will only receive leads that they are within the ownership parameters for. If this is set to USER then the agent must be the user defined in the database as the owner of this lead. If this is set to TERRITORY then the owner of the lead must match the territory listed in the User Modification screen for this agent. If this is set to USER_GROUP then the owner of the lead must match the user group that the agent is a member of. For this feature to work the dial method must be set to MANUAL or INBOUND_MAN and No Hopper Dialing must be enabled. Default is NONE for disabled|Si elle est activée, l-agent ne recevra pistes qu-ils sont dans les paramètres de propriété pour. Si cela est réglé sur Utilisateur, puis l-agent doit être définie par l-utilisateur dans la base de données en tant que propriétaire de ce plomb. Si cela est défini au territoire, le propriétaire de la direction doit correspondre au territoire énumérées dans l-écran de Modification de l-utilisateur pour cet agent. Si ce réglage est à GROUPE_UTILISATEUR le propriétaire du nom de la sonde doit correspondre au groupe d-utilisateurs que l-agent est un membre de. Pour que cette fonction soit la méthode cadran doit être réglé en mode manuel ou INBOUND_MAN Hopper et pas d-appel doit être activé. Par défaut est AUCUN pour les handicapés|
Reset Times|Reset Times|
This field allows you to put times in, separated by a dash-, that this list will be automatically reset by the system. The times must be in 24 hour format with no punctuation, for example 0800-1700 would reset the list at 8AM and 5PM every day. Default is empty|Ce champ vous permet de mettre fois, séparées par un tiret, que cette liste sera automatiquement remis à zéro par le système. Les heures doivent être au format 24 heures sans ponctuation, par exemple 0800-1700 serait rétablir la liste à 8 h et 5pm tous les jours. Par défaut est vide|
Owner: |Propriétaire:|
OWNERS WITHIN THIS LIST|Guichet unique de cette liste|
RANKS WITHIN THIS LIST|LES RANGS DANS CETTE LISTE|
Allow Alerts|Permettez Alertes|
This field gives you the ability to allow agent browser alerts to be enabled by the agent for when calls come into their vicidial.php session. Default is 0 for NO|Ce champ vous donne la possibilité de permettre navigateur agent des alertes pour être activé par l-agent pour les appels entrants sur leur session vicidial.php. Par défaut est 0 pour le NO|
Agent Display Dialable Leads|Agent d-affichage composable Leads|
This option if enabled will show the number of dialable leads available in the campaign in the agent screen. This number is updated in the system once a minute and will be refreshed on the agent screen every few seconds|Cette option si elle est activée affiche le nombre de pistes d-accès automatique disponibles dans la campagne dans l-écran de l-agent. Ce numéro est mis à jour dans le système une fois par minute et sera rafraîchie à l-écran tous les agents de quelques secondes|
VICIDIAL Balance Rank|VICIDIAL Solde Rank|
This field allows you to set the order in which this server is to be used for balance dialing, if balance dialing is enabled. The server with the highest rank will be used first in placing Balance fill calls. Default is 0|Ce champ vous permet de définir l-ordre dans lequel ce serveur doit être utilisé pour la composition à l-équilibre, si vous appelez l-équilibre est activé. Le serveur avec le plus haut rang sera utilisé en premier dans le placement de la balance remplir appels. Par défaut est 0|
Inbound Summary Hourly Report|Inbound Résumé Hourly Report|
orders by the amount of time agent has been actively waiting for a call|commandes par la quantité de temps d-attente agent a été activement pour un appel|
Agent Script Override|Agent Script Override|
If this field is set, this will be the script that the agent sees on their screen instead of the campaign script when the lead is from this list. Default is not set|Si ce champ est défini, ce sera le script que l-agent voit sur son écran au lieu du script campagne lorsque le plomb est de cette liste. Défaut n-est pas réglé|
Music On Hold|Musique d-attente|
ADD NEW MUSIC ON HOLD ENTRY|ADD NEW MUSIC ON HOLD ENTRY|
ADDING NEW MUSIC ON HOLD ENTRY|AJOUT DE NEW MUSIC ON HOLD ENTRY|
MODIFY MUSIC ON HOLD ENTRY|MODIFIER LA MUSIQUE EN ATTENTE ENTREE|
DELETE MUSIC ON HOLD ENTRY|DELETE MUSIC ON HOLD ENTRY|
MUSIC ON HOLD ENTRY LIST|MUSIC ON HOLD Entry List|
We STRONGLY recommend uploading only 16bit 8k PCM WAV audio files|Nous recommandons fortement d-upload uniquement 16bit 8k fichiers PCM WAV|
Music On Hold ID|Musique en attente d-identification|
This is the short name of a Music On Hold entry. This needs to be a unique identifier. Do not use any spaces or punctuation for this field. max 100 characters, minimum of 2 characters|Ceci est le nom court d-une musique d-attente d-entrée. Cela doit être un identifiant unique. N-utilisez pas d-espaces ou de ponctuation dans ce champ. max 100 caractères, minimum de 2 caractères|
Music On Hold Name|Musique d-attente Nom|
This is a more descriptive name of the Music On Hold entry. This is a short summary of the Music On Hold context and will show as a comment in the musiconhold-vicidial.conf file. max 255 characters, minimum of 2 characters|Il s-agit d-un nom plus descriptif de la Musique en attente d-entrée. Ceci est un bref résumé de la Musique en attente contexte et s-affiche comme un commentaire dans le musiconhold-file vicidial.conf. 255 caractères max, minimum de 2 caractères|
This option allows you to set the Music On Hold entry to active or inactive. Inactive will remove the entry from the conf files|Cette option vous permet de définir la musique d-attente à l-entrée active ou inactive. Inactifs va supprimer l-entrée à partir des fichiers conf|
Random Order|Random Order|
This option allows you to define the playback of the audio files in a random order. If set to N then the defined order will be used|Cette option vous permet de définir la lecture des fichiers audio dans un ordre aléatoire. Si elle est égale à N, alors l-ordre défini sera utilisé|
To add a new audio file to a Music On Hold entry the file must first be in the audio store, then you can select the file and click submit to add it to the file list. Music on hold is updated once per minute if there have been changes made. Any files not listed in a music on hold entry that are present in the music on hold folder will be deleted|Pour ajouter un nouveau fichier audio à une musique d-attente d-entrée, le fichier doit d-abord être dans le magasin de l-audio, alors vous pouvez sélectionner le fichier et cliquez sur Soumettre pour l-ajouter à la liste des fichiers. Musique d-attente est mis à jour une fois par minute s-il ya eu des modifications apportées. Tous les fichiers qui ne figurent pas dans une musique à l-entrée détiennent qui sont présents dans la musique sur le dossier de détention seront supprimés|
MUSIC ON HOLD ENTRY NOT ADDED|MUSIC ON HOLD entrée non AJOUTEE|
there is already a moh entry in the system with this ID|il existe déjà une entrée dans le système de moh avec cette ID|
MUSIC ON HOLD ENTRY ADDED|MUSIC ON HOLD Entry Ajoutée|
Click here to see Admin chages to this Music On Hold entry|Cliquez ici pour voir chages d-administration pour cette musique en attente d-entrée|
Audio Files|Fichiers audio|
Add An Audio File|Ajouter un fichier audio|
Rank: |Rank:|
MUSIC ON HOLD ENTRY NOT MODIFIED|MUSIC ON HOLD entrée n-est pas à jour|
MUSIC ON HOLD ENTRY MODIFIED|MUSIC ON HOLD entrée modifiée|
Add A New MOH Entry|Ajouter une nouvelle entrée MOH|
Show MOH Entries|Afficher MOH Entrées|
Active Agent Server|Active Server Agent|
Setting this option to N will prevent agents from being able to login to this server through the vicidial agent screen. This is very useful when using a phone login load balanced setup. Default is Y|La définition de cette option pour empêcher que des agents N sera d-être capable de se connecter à ce serveur à travers l-écran de l-agent VICIDIAL. Ceci est très utile lorsque vous utilisez une charge de connexion de configuration du téléphone équilibrée. Par défaut est Y.|
Rebuild Music On Hold|Reconstruire la musique d-attente|
If you want to force a rebuilding of the music on hold files or if the music on hold entries or server entries have changed then this should be set to Y. After the music on hold files have been synchronized and reloaded then this will be changed to N. Default is Y|Si vous voulez forcer une reconstruction de la musique sur fichiers contiennent ou si la musique sur les entrées de détenir ou des entrées de serveur ont changé, alors ceci doit être réglé sur Y. Après la musique d-attente les fichiers ont été synchronisés et rechargés alors ce sera changée à N. défaut est Y.|
MUSIC ON HOLD ENTRY NOT DELETED|MUSIC ON HOLD ENTRY pas supprimé|
MUSIC ON HOLD ENTRY DELETION CONFIRMATION|MUSIC ON HOLD ENTREE DE SUPPRESSION DE CONFIRMATION|
Click here to delete music on hold entry|Cliquez ici pour supprimer la musique en attente d-entrée|
MUSIC ON HOLD DELETION COMPLETED|MUSIQUE EN ATTENTE DE SUPPRESSION REMPLI|
Starts with Eastern timezones and works West|Commence avec les fuseaux horaires de l-Est et l-Ouest de travaux|
Starts with Western timezones and works East|Commence avec les fuseaux horaires de l-Ouest et travaille Est|
you must select a user group|Vous devez sélectionner un groupe d-utilisateurs|
Enable Second Webform|Activer Webform Deuxième|
WaitForSilence Options|WaitForSilence Options|
If Wait For Silence is desired on calls that are detected as Answering Machines then this field has those options. There are two settings separated by a comma, the first option is how long to detect silence in milliseconds and the second option is for how many times to detect that before playing the message. Default is EMPTY for disabled. A standard value for this would be wait for 2 seconds of silence twice|Si Wait For Silence est demandée sur les appels qui sont détectés comme répondeur alors ce champ possède ces options. Il ya deux paramètres séparés par une virgule, la première option est combien de temps pour détecter le silence en millisecondes et la seconde option est pour combien de fois de détecter que avant la lecture du message. Par défaut est vide pour les handicapés. Une valeur standard pour ce serait attendre 2 secondes de silence à deux reprises|
This field is for entering the prompt to play when the agent gets an answering machine and clicks on the Answering Machine Message button in the transfer conference frame. You must set this to either an audio file in the audio store or a TTS prompt if TTS is enabled on your system|Ce champ sert à saisir l-invite à jouer lorsque l-agent est un répondeur et clique sur le bouton Répondre Message Machine dans le cadre de conférences de transfert. Vous devez définir ce soit à un fichier audio dans le magasin audio ou une invite si TTS TTS est activé sur votre système|
EXTENDED ALTERNATE PHONE NUMBERS FOR THIS LEAD|EXTENSION SUPPLEANT DE NUMEROS DE TELEPHONE POUR CE PLOMB|
ADD NEW VOICEMAIL BOX|ADD NEW messagerie vocale|
ADDING NEW VOICEMAIL BOX|AJOUT DE NOUVEAUX la boîte vocale|
MODIFY VOICEMAIL BOX|MODIFIER la boîte vocale|
MODIFY A VOICEMAIL BOX|MODIFIER UN messagerie vocale|
DELETE VOICEMAIL BOX|DELETE la boîte vocale|
VOICEMAIL BOXES LIST|VOCAL encadrés Liste|
VOICEMAIL BOXES|VOCAL BOITES|
ADD NEW VOICEMAIL BOX|ADD NEW messagerie vocale|
Voicemail ID|Voicemail ID|
This is the all numbers identifier of this mailbox. This must not be a duplicate of an existing voicemail ID or the voicemail ID of a phone on the system, minimum of 2 characters|Il s-agit de la identifiant nombres de cette boîte aux lettres. Cela ne doit pas être un doublon d-un répondeur d-identification existant ou la boîte vocale d-ID d-un téléphone sur le système, au moins 2 caractères|
This is name associated with this voicemail box. max 100 characters, minimum of 2 characters|Ce nom est associé à cette boîte vocale. max 100 caractères, minimum de 2 caractères|
This is the password that is used to gain access to the voicemail box when dialing in to check messages max 10 characters, minimum of 2 characters|C-est le mot de passe utilisés pour accéder à la boîte vocale lors de la numérotation pour vérifier ses messages max 10 caractères, minimum de 2 caractères|
This option allows you to set the voicemail box to active or inactive. If the box is inactive you cannot leave messages on it and you cannot check messages in it|Cette option vous permet de configurer la boîte vocale à l-état actif ou inactif. Si la case est inactive vous ne pouvez pas laisser de messages sur elle et vous ne pouvez pas vérifier les messages en elle|
This optional setting allows you to have the voicemail messages sent to an email account, if your system is set up to send out email. If this field is empty then no emails will be sent out|Ce paramètre facultatif vous permet d-avoir les messages vocaux envoyés à un compte de messagerie, si votre système est configuré pour envoyer des email. Si ce champ est vide, alors pas de courriels seront envoyés|
VOICEMAIL BOX NOT ADDED|La boîte vocale PAS AJOUTEE|
there is already a voicemail box in the system with this ID|il existe déjà une boîte vocale dans le système avec cette ID|
there is already a phone in the system with this voicemail ID|il ya déjà un téléphone dans le système avec ce message vocal ID|
VOICEMAIL BOX ADDED|La boîte vocale AJOUTEE|
VOICEMAIL BOX NOT MODIFIED|La boîte vocale PAS MODIFIÉ|
VOICEMAIL BOX MODIFIED|La boîte vocale mise à jour|
VOICEMAIL BOX NOT DELETED|La boîte vocale pas supprimé|
VOICEMAIL BOX DELETION COMPLETED|La boîte vocale SUPPRESSION REMPLI|
VOICEMAIL BOX DELETION CONFIRMATION|La boîte vocale SUPPRESSION DE CONFIRMATION|
Click here to delete voicemail box|Cliquez ici pour supprimer boîte vocale|
DELETE THIS VOICEMAIL BOX|SUPPRIMER CETTE BOITE VOCALE|
Click here to see Admin chages to this voicemail box|Cliquez ici pour voir chages Admin à cette boîte de messagerie vocale|
The following fields must have data|Les champs suivants doivent avoir des données|
Campaign CID Override|Campagne CID Override|
If this field is set, this will override the campaign CallerID that is set for calls that are placed to leads in this list. Default is not set|Si ce champ est définie, elle aura préséance sur la campagne CallerID qui est défini pour les appels qui sont placés devant une piste dans cette liste. Défaut n-est pas réglé|
Answering Machine Message Override|Answering Machine Message Override|
If this field is set, this will override the Answering Machine Message set in the campaign for customers in this list. Default is not set|Si ce champ est définie, elle aura préséance sur le message répondeur mis dans la campagne pour les clients de cette liste. Défaut n-est pas réglé|
Drop Inbound Group Override|Drop Inbound Groupe Override|
If this field is set, this in-group will be used for outbound calls within this list that drop from the outbound campaign instead of the drop in-group set in the campaign detail screen. Default is not set|Si ce champ est défini, dans ce groupe seront utilisées pour les appels sortants de cette liste de cette goutte de la campagne à l-étranger au lieu de la baisse du groupe fixé dans l-écran de détail de la campagne. Défaut n-est pas réglé|
Agent Select Territories|Agent de sélectionner des territoires|
If this option is enabled and the agent belongs to at least one territory, the agent will have the option of selecting territories to dial leads from. The agent will see a list of available territories upon login and they will have the ability to go back to that territory list when paused to change their territories. For this function to work the Owner Only Dialing option must be set to TERRITORY and User Terriories must be enabled in the System Settings.|Si cette option est activée et que l-agent appartient à au moins un territoire, l-agent aura la possibilité de choisir les territoires à composer mène de. L-agent pourrez voir une liste des territoires disponibles sur login et ils auront la possibilité de retourner à cette liste le territoire pendant la pause pour changer leurs territoires. Pour que cette fonction de travail de la propriétaire composer seulement option doit être définie sur le territoire et les territoires d-utilisateur doit être activé dans les paramètres système.|
Agent Choose Territories|Agent Choisir Territoires|
This option if set to 1 allows the user to choose the territories that they will receive calls from when they login to a MANUAL or INBOUND_MAN campaign. Otherwise the user will be set to use all of the territories that they are set to belong to in the User Territories administrative section|Cette option si la valeur 1 permet à l-utilisateur de choisir les territoires qu-ils vont recevoir des appels à partir de leur connexion à un manuel ou INBOUND_MAN campagne. Sinon, l-utilisateur sera configuré pour utiliser l-ensemble des territoires qu-ils sont définis comme appartenant à l-utilisateur dans les Territoires Section administrative|
The AREACODE option is just like the Y option, except it is used to also filter out an entire area code in North America from being dialed, in this case using the 201XXXXXXX entry in the DNC list would block all calls to the 201 areacode if enabled|L-option AreaCode est comme l-option Y, sauf qu-il est utilisé pour filtrer également un code région entière en Amérique du Nord d-être appelé, dans ce cas en utilisant l-entrée 201XXXXXXX dans la liste DNC serait de bloquer tous les appels à l-indicatif régional 201 si elle est activée|
If you have the active DNC option set to AREACODE then you can also use area code wildcard entries like this 201XXXXXXX to block all calls to the 201 areacode when enabled|Si vous avez l-option active DNC réglé sur AreaCode alors vous pouvez également utiliser les entrées génériques indicatif régional comme celui-ci 201XXXXXXX de bloquer tous les appels au 201 lorsque AreaCode permis|
Carrier Description|Carrier Description|
This is put in the comments of the asterisk conf files above the dialplan and account entries. Maximum 255 characters|Ceci est mis dans les commentaires des fichiers de conf asterisk-dessus du plan de numérotation et des entrées de compte. Maximum 255 caractères|
